,ID,Number,LargestIntensity,Origin Time,Location,Latitude,longtitude,Depth,Magnitude,Link
136,20210813142300.0,Local,3.0,2021-08-13 14:23:17,13.9 km S of Hualien County Hall,23.87,121.62,5.0,3.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0813-142317.html
137,20210813131900.0,Local,2.0,2021-08-13 13:18:59,29.0 km WNW of Taitung County Hall,22.83,120.88,5.0,3.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0813-131859.html
138,20210812100900.0,Local,4.0,2021-08-12 10:08:55,78.2 km NNE of Kaohsiung City Hall,23.22,120.71,12.4,3.9,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0812-100855.html
139,20210810185100.0,Local,2.0,2021-08-10 18:51:09,13.6 km W of Hualien County Hall,23.97,121.49,18.7,3.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0810-185109.html
140,20210810092000.0,Local,2.0,2021-08-10 09:19:50,41.7 km NNE of Taitung County Hall,23.1,121.31,13.0,3.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0810-091950.html
141,20210810062900.0,Local,2.0,2021-08-10 06:29:41,102.4 km SSW of Hualien County Hall,23.11,121.3,11.1,3.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0810-062941.html
142,20210810055000.0,Local,2.0,2021-08-10 05:50:01,41.9 km NNE of Taitung County Hall,23.1,121.31,11.9,4.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0810-055001.html
143,20210810013700.0,Local,3.0,2021-08-10 01:36:51,36.4 km SSE of Yilan County Hall,24.44,121.92,14.5,3.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0810-013651.html
144,20210809225800.0,Local,1.0,2021-08-09 22:58:36,33.2 km SE of Nantou County Hall,23.67,120.9,11.7,3.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0809-225836.html
145,20210809002500.0,Local,4.0,2021-08-09 00:25:02,8.2 km SSW of Hualien County Hall,23.92,121.59,8.4,3.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0809-002502.html
146,20210808182400.0,Local,3.0,2021-08-08 18:24:06,34.8 km SW of Hualien County Hall,23.74,121.42,21.6,3.6,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0808-182406.html
147,20210808170800.0,Local,2.0,2021-08-08 17:08:43,30.2 km NNE of Hualien County Hall,24.25,121.71,14.5,3.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0808-170843.html
148,20210808042400.0,085,4.0,2021-08-08 04:24:32,78.9 km NNE of Kaohsiung City Hall,23.23,120.72,9.6,4.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110085-0808-042432.html
149,20210807232800.0,Local,3.0,2021-08-07 23:28:01,17.5 km SSW of Hualien County Hall,23.84,121.59,5.0,3.8,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0807-232801.html
150,20210807134400.0,Local,2.0,2021-08-07 13:43:59,49.8 km E of Yilan County Hall,24.75,122.26,10.7,4.2,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0807-134359.html
151,20210807010900.0,Local,3.0,2021-08-07 01:09:00,96.2 km SSW of Hualien County Hall,23.17,121.3,5.4,3.6,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0807-010900.html
152,20210807000100.0,Local,3.0,2021-08-07 00:01:12,97.1 km SSW of Hualien County Hall,23.17,121.29,8.2,3.6,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0807-000112.html
153,20210806202900.0,084,4.0,2021-08-06 20:28:52,98.4 km SSW of Hualien County Hall,23.16,121.29,5.0,4.2,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110084-0806-202852.html
154,20210806194000.0,083,4.0,2021-08-06 19:40:15,97.1 km SSW of Hualien County Hall,23.16,121.3,7.1,4.2,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110083-0806-194015.html
155,20210806193900.0,082,4.0,2021-08-06 19:39:13,98.7 km SSW of Hualien County Hall,23.15,121.29,5.0,4.6,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110082-0806-193913.html
156,20210806193700.0,081,4.0,2021-08-06 19:37:30,100.6 km SSW of Hualien County Hall,23.14,121.28,6.0,4.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110081-0806-193730.html
157,20210806192900.0,Local,4.0,2021-08-06 19:28:58,100.0 km SSW of Hualien County Hall,23.14,121.29,6.3,3.8,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0806-192858.html
158,20210806192100.0,Local,4.0,2021-08-06 19:20:59,97.7 km SSW of Hualien County Hall,23.16,121.29,5.9,3.9,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0806-192059.html
159,20210806191900.0,Local,4.0,2021-08-06 19:19:12,99.5 km SSW of Hualien County Hall,23.15,121.29,7.6,3.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0806-191912.html
160,20210806191600.0,Local,3.0,2021-08-06 19:16:45,95.1 km SSW of Hualien County Hall,23.19,121.29,9.9,3.5,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0806-191645.html
161,20210806191200.0,080,4.0,2021-08-06 19:12:30,98.7 km SSW of Hualien County Hall,23.15,121.29,5.8,5.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110080-0806-191230.html
162,20210806161100.0,079,3.0,2021-08-06 16:11:04,45.7 km E of Yilan County Hall,24.79,122.21,7.5,5.5,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110079-0806-161104.html
163,20210716075400.0,Local,3.0,2021-07-16 07:54:25,3.5 km WSW of Hualien County Hall,23.98,121.59,5.0,3.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-075425.html
164,20210716075000.0,Local,3.0,2021-07-16 07:50:05,5.8 km W of Hualien County Hall,23.99,121.56,7.4,3.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-075005.html
165,20210716074900.0,Local,3.0,2021-07-16 07:49:30,2.8 km SW of Hualien County Hall,23.97,121.6,7.8,3.6,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-074930.html
166,20210716073500.0,Local,3.0,2021-07-16 07:35:10,4.0 km WSW of Hualien County Hall,23.98,121.58,5.0,3.2,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-073510.html
167,20210716073400.0,Local,3.0,2021-07-16 07:34:18,3.9 km SW of Hualien County Hall,23.96,121.6,10.2,3.5,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-073418.html
168,20210716073300.0,071,4.0,2021-07-16 07:33:34,4.5 km W of Hualien County Hall,23.98,121.58,8.3,4.2,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110071-0716-073334.html
169,20210716073300.0,070,4.0,2021-07-16 07:33:29,2.6 km SW of Hualien County Hall,23.97,121.6,6.9,4.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110070-0716-073329.html
170,20210716073200.0,Local,2.0,2021-07-16 07:32:46,3.9 km W of Hualien County Hall,24.0,121.58,9.7,3.0,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-073246.html
171,20210716073100.0,Local,4.0,2021-07-16 07:31:46,2.4 km SW of Hualien County Hall,23.97,121.61,5.5,3.9,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-073146.html
172,20210716073100.0,Local,3.0,2021-07-16 07:31:05,3.8 km SW of Hualien County Hall,23.97,121.59,9.8,3.5,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-073105.html
173,20210716073000.0,Local,4.0,2021-07-16 07:30:25,2.1 km WSW of Hualien County Hall,23.98,121.6,8.3,3.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-073025.html
174,20210716072900.0,069,4.0,2021-07-16 07:29:26,2.4 km SSW of Hualien County Hall,23.97,121.61,5.4,4.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110069-0716-072926.html
175,20210716071600.0,Local,3.0,2021-07-16 07:16:30,1.6 km SE of Hualien County Hall,23.98,121.63,7.5,3.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-071630.html
176,20210716070700.0,Local,3.0,2021-07-16 07:07:44,2.2 km SSW of Hualien County Hall,23.97,121.62,9.5,3.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0716-070744.html
177,20210716070500.0,068,4.0,2021-07-16 07:05:04,2.8 km SW of Hualien County Hall,23.97,121.6,6.8,4.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110068-0716-070504.html
178,20210715084600.0,Local,3.0,2021-07-15 08:46:33,1.9 km SW of Hualien County Hall,23.98,121.61,6.0,3.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0715-084633.html
179,20210715011600.0,Local,3.0,2021-07-15 01:16:19,25.4 km SW of Hualien County Hall,23.83,121.44,18.9,3.8,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0715-011619.html
180,20210715010000.0,067,4.0,2021-07-15 01:00:44,7.8 km SSW of Hualien County Hall,23.92,121.6,6.1,4.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110067-0715-010044.html
181,20210714231900.0,Local,3.0,2021-07-14 23:19:32,7.1 km SSW of Hualien County Hall,23.93,121.6,7.2,3.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-231932.html
182,20210714215300.0,Local,3.0,2021-07-14 21:53:05,5.9 km SSW of Hualien County Hall,23.94,121.59,8.2,3.3,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-215305.html
183,20210714205500.0,066,4.0,2021-07-14 20:55:33,2.0 km S of Hualien County Hall,23.97,121.62,9.0,4.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110066-0714-205533.html
184,20210714200800.0,Local,3.0,2021-07-14 20:08:23,0.9 km WSW of Hualien County Hall,23.99,121.61,6.9,2.9,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-200823.html
185,20210714173000.0,Local,2.0,2021-07-14 17:30:43,2.4 km SW of Hualien County Hall,23.97,121.61,8.8,3.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-173043.html
186,20210714171900.0,Local,3.0,2021-07-14 17:18:55,2.6 km SSW of Hualien County Hall,23.97,121.61,8.9,3.4,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-171855.html
187,20210714164900.0,Local,2.0,2021-07-14 16:49:33,7.9 km SSW of Hualien County Hall,23.93,121.59,8.4,3.0,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-164933.html
188,20210714160800.0,Local,2.0,2021-07-14 16:08:37,6.1 km SW of Hualien County Hall,23.95,121.59,5.9,3.0,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-160837.html
189,20210714123800.0,Local,4.0,2021-07-14 12:38:17,4.7 km WSW of Hualien County Hall,23.97,121.58,5.0,3.6,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-123817.html
190,20210714123000.0,Local,3.0,2021-07-14 12:30:45,4.9 km SE of Hualien County Hall,23.95,121.63,5.8,3.0,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-123045.html
191,20210714122800.0,Local,4.0,2021-07-14 12:28:27,3.4 km S of Hualien County Hall,23.96,121.62,5.0,3.7,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-122827.html
192,20210714121800.0,Local,3.0,2021-07-14 12:18:36,3.2 km SSW of Hualien County Hall,23.96,121.61,5.1,3.1,https://www.cwb.gov.tw/V8/E/E/EQ/EQ110000-0714-121836.html
